ID,Trial,A,B,Answer,Result
002_C,1,-1.20,-1.80,A,True
002_C,2,-1.20,-1.80,A,True
002_C,3,-1.20,-1.70,A,True
002_C,4,-1.70,-1.20,B,True
002_C,5,-1.60,-1.20,B,True
002_C,6,-1.60,-1.20,B,True
002_C,7,-1.20,-1.50,A,True
002_C,8,-1.20,-1.50,A,True
002_C,9,-1.20,-1.40,A,True
002_C,10,-1.40,-1.20,B,True
002_C,11,-1.20,-1.30,A,True
002_C,12,-1.20,-1.30,A,True
002_C,13,-1.20,-1.20,B,False
002_C,14,-1.30,-1.20,B,True
002_C,15,-1.30,-1.20,B,True
002_C,16,-1.20,-1.20,B,False
002_C,17,-1.20,-1.30,A,True
002_C,18,-1.20,-1.30,A,True
002_C,19,-1.20,-1.20,B,False
002_C,20,-1.22,-1.20,A,False
002_C,21,-1.20,-1.24,B,False
002_C,22,-1.20,-1.26,B,False
002_C,23,-1.20,-1.28,A,True
002_C,24,-1.20,-1.28,B,False
002_C,25,-1.30,-1.20,B,True
002_C,26,-1.20,-1.30,A,True
002_C,27,-1.28,-1.20,B,True
002_C,28,-1.28,-1.20,B,True
002_C,29,-1.20,-1.26,A,True
002_C,30,-1.26,-1.20,B,True
002_C,31,-1.24,-1.20,A,False
002_C,32,-1.20,-1.26,B,False
002_C,33,-1.20,-1.28,B,False
002_C,34,-1.30,-1.20,B,True
002_C,35,-1.30,-1.20,B,True
002_C,36,-1.28,-1.20,B,True
002_C,37,-1.28,-1.20,B,True
002_C,38,-1.20,-1.26,A,True
002_C,39,-1.26,-1.20,A,False
002_C,40,-1.20,-1.28,A,True
002_C,41,-1.28,-1.20,B,True
002_C,42,-1.26,-1.20,B,True
002_C,43,-1.20,-1.26,A,True
002_C,44,-1.20,-1.24,B,False
002_C,45,-1.20,-1.26,A,True
002_C,46,-1.20,-1.26,B,False
002_C,47,-1.28,-1.20,B,True
002_C,48,-1.28,-1.20,B,True
002_C,49,-1.26,-1.20,B,True
002_C,50,-1.20,-1.26,A,True
002_C,51,-1.20,-1.24,B,False
002_C,52,-1.26,-1.20,B,True
002_C,53,-1.20,-1.26,A,True
002_C,54,-1.24,-1.20,B,True
002_C,55,-1.20,-1.24,A,True
002_C,56,-1.22,-1.20,A,False
-1.8,-1.8,-1.7,-1.7,-1.6,-1.6,-1.5,-1.5,-1.4,-1.4,-1.3,-1.3,-1.2,-1.3,-1.3,-1.2,-1.3,-1.3,-1.2,-1.22,-1.24,-1.26,-1.28,-1.28,-1.3,-1.3,-1.28,-1.28,-1.26,-1.26,-1.24,-1.26,-1.28,-1.3,-1.3,-1.28,-1.28,-1.26,-1.26,-1.28,-1.28,-1.26,-1.26,-1.24,-1.26,-1.26,-1.28,-1.28,-1.26,-1.26,-1.24,-1.26,-1.26,-1.24,-1.24,-1.22,-1.24
-1.2,-1.3,-1.2,-1.3,-1.2,-1.3,-1.24,-1.3,-1.26,-1.28,-1.24,-1.28,-1.24,-1.26,-1.22
-1.262

