ID,Trial,A,B,Answer,Result
012_a,0,-2.70,-2.00,A,True
012_a,1,-2.70,-2.00,A,True
012_a,2,-2.10,-2.70,B,True
012_a,3,-2.70,-2.10,A,True
012_a,4,-2.70,-2.20,A,True
012_a,5,-2.70,-2.20,A,True
012_a,6,-2.30,-2.70,B,True
012_a,7,-2.30,-2.70,A,False
012_a,8,-2.70,-2.20,A,True
012_a,9,-2.70,-2.20,B,False
012_a,10,-2.10,-2.70,B,True
012_a,11,-2.70,-2.10,A,True
012_a,12,-2.70,-2.20,A,True
012_a,13,-2.20,-2.70,B,True
012_a,14,-2.70,-2.30,A,True
012_a,15,-2.70,-2.30,A,True
012_a,15,-2.70,-2.30,A,True
012_a,16,-2.70,-2.40,B,False
012_a,17,-2.70,-2.38,B,False
012_a,18,-2.36,-2.70,A,False
012_a,19,-2.70,-2.34,A,True
012_a,20,-2.70,-2.34,B,False
012_a,21,-2.70,-2.32,A,True
012_a,22,-2.32,-2.70,A,False
012_a,23,-2.32,-2.70,A,False
012_a,23,-2.70,-2.30,A,True
012_a,24,-2.70,-2.30,A,True
012_a,25,-2.70,-2.32,B,False
012_a,26,-2.30,-2.70,B,True
012_a,27,-2.70,-2.30,A,True
012_a,28,-2.32,-2.70,A,False
012_a,29,-2.70,-2.30,B,False
012_a,30,-2.28,-2.70,B,True
012_a,31,-2.70,-2.28,A,True
012_a,32,-2.70,-2.30,A,True
012_a,33,-2.70,-2.30,A,True
012_a,34,-2.32,-2.70,A,False
012_a,35,-2.70,-2.30,A,True
-2,-2,-2.1,-2.1,-2.2,-2.2,-2.3,-2.3,-2.2,-2.2,-2.1,-2.1,-2.2,-2.2,-2.3,-2.3,-2.4,-2.38,-2.36,-2.34,-2.34,-2.32,-2.32,-2.3,-2.3,-2.32,-2.3,-2.3,-2.32,-2.3,-2.28,-2.28,-2.3,-2.3,-2.32,-2.3
-2.3,-2.1,-2.4,-2.3,-2.32,-2.3,-2.32,-2.28,-2.32
-2.305

