ID,Trial,A,B,Answer,Result
011_c,0,-1.80,-1.20,B,True
011_c,1,-1.80,-1.20,B,True
011_c,2,-1.70,-1.20,A,False
011_c,3,-1.20,-1.80,A,True
011_c,4,-1.80,-1.20,B,True
011_c,5,-1.70,-1.20,B,True
011_c,6,-1.20,-1.70,A,True
011_c,7,-1.60,-1.20,B,True
011_c,8,-1.60,-1.20,B,True
011_c,9,-1.50,-1.20,B,True
011_c,10,-1.20,-1.50,A,True
011_c,11,-1.20,-1.40,A,True
011_c,12,-1.40,-1.20,A,False
011_c,13,-1.20,-1.42,A,True
011_c,14,-1.42,-1.20,B,True
011_c,15,-1.20,-1.40,A,True
011_c,16,-1.20,-1.40,A,True
011_c,17,-1.20,-1.38,A,True
011_c,18,-1.38,-1.20,A,False
011_c,19,-1.38,-1.20,A,False
011_c,20,-1.20,-1.40,A,True
011_c,21,-1.40,-1.20,A,False
011_c,22,-1.42,-1.20,B,True
011_c,23,-1.20,-1.42,A,True
011_c,24,-1.40,-1.20,B,True
011_c,25,-1.20,-1.40,A,True
011_c,26,-1.20,-1.38,A,True
011_c,27,-1.38,-1.20,A,False
011_c,28,-1.40,-1.20,B,True
011_c,29,-1.20,-1.40,B,False
011_c,30,-1.42,-1.20,B,True
011_c,31,-1.42,-1.20,B,True
011_c,32,-1.40,-1.20,B,True
011_c,33,-1.40,-1.20,B,True
011_c,34,-1.38,-1.20,B,True
011_c,35,-1.38,-1.20,A,False
011_c,36,-1.20,-1.40,A,True
-1.8,-1.8,-1.7,-1.8,-1.8,-1.7,-1.7,-1.6,-1.6,-1.5,-1.5,-1.4,-1.4,-1.42,-1.42,-1.4,-1.4,-1.38,-1.38,-1.4,-1.4,-1.42,-1.42,-1.4,-1.4,-1.38,-1.38,-1.4,-1.4,-1.42,-1.42,-1.4,-1.4,-1.38,-1.38,-1.4
-1.7,-1.8,-1.4,-1.42,-1.38,-1.42,-1.38,-1.42,-1.38
-1.4

