ID,Trial,A,B,Answer,Result
010_b,0,-1.20,-0.60,A,True
010_b,1,-1.20,-0.60,A,True
010_b,2,-0.70,-1.20,B,True
010_b,3,-0.70,-1.20,B,True
010_b,4,-0.80,-1.20,B,True
010_b,5,-0.80,-1.20,B,True
010_b,6,-0.90,-1.20,B,True
010_b,7,-0.90,-1.20,B,True
010_b,8,-1.00,-1.20,B,True
010_b,9,-1.00,-1.20,B,True
010_b,10,-1.20,-1.10,A,True
010_b,11,-1.10,-1.20,B,True
010_b,12,-1.20,-1.20,B,False
010_b,13,-1.20,-1.10,A,True
010_b,14,-1.20,-1.10,A,True
010_b,15,-1.20,-1.20,A,False
010_b,16,-1.18,-1.20,B,True
010_b,17,-1.18,-1.20,B,True
010_b,18,-1.20,-1.20,A,False
010_b,19,-1.20,-1.18,A,True
010_b,20,-1.18,-1.20,A,False
010_b,21,-1.20,-1.16,A,True
010_b,22,-1.20,-1.16,A,True
010_b,23,-1.20,-1.18,A,True
010_b,24,-1.18,-1.20,A,False
010_b,25,-1.20,-1.16,A,True
010_b,26,-1.20,-1.16,A,True
010_b,27,-1.18,-1.20,A,False
010_b,28,-1.16,-1.20,B,True
-0.6,-0.6,-0.7,-0.7,-0.8000001,-0.8000001,-0.9000001,-0.9000001,-1,-1,-1.1,-1.1,-1.2,-1.1,-1.1,-1.2,-1.18,-1.18,-1.2,-1.18,-1.18,-1.16,-1.16,-1.18,-1.18,-1.16,-1.16,-1.18,-1.16
-1.2,-1.1,-1.2,-1.18,-1.2,-1.16,-1.18,-1.16,-1.18
-1.17

