ID,Trial,A,B,Answer,Result
007_a,0,-2.70,-2.00,A,True
007_a,1,-2.00,-2.70,B,True
007_a,2,-2.70,-2.10,A,True
007_a,3,-2.70,-2.10,A,True
007_a,4,-2.20,-2.70,B,True
007_a,5,-2.20,-2.70,B,True
007_a,6,-2.70,-2.30,A,True
007_a,7,-2.30,-2.70,B,True
007_a,8,-2.40,-2.70,B,True
007_a,9,-2.70,-2.40,B,False
007_a,10,-2.70,-2.30,A,True
007_a,11,-2.70,-2.30,A,True
007_a,12,-2.70,-2.40,A,True
007_a,13,-2.70,-2.40,A,True
007_a,14,-2.50,-2.70,A,False
007_a,15,-2.70,-2.48,B,False
007_a,16,-2.46,-2.70,B,True
007_a,17,-2.46,-2.70,B,True
007_a,18,-2.70,-2.48,A,True
007_a,19,-2.70,-2.48,A,True
007_a,20,-2.50,-2.70,A,False
007_a,21,-2.48,-2.70,A,False
007_a,22,-2.70,-2.46,A,True
007_a,23,-2.46,-2.70,A,False
007_a,24,-2.70,-2.44,A,True
007_a,25,-2.70,-2.44,A,True
007_a,26,-2.46,-2.70,A,False
007_a,27,-2.70,-2.44,B,False
007_a,28,-2.70,-2.42,A,True
007_a,29,-2.42,-2.70,B,True
007_a,30,-2.44,-2.70,B,True
007_a,31,-2.44,-2.70,B,True
007_a,32,-2.70,-2.46,A,True
007_a,33,-2.70,-2.46,B,False
007_a,34,-2.70,-2.44,B,False
-2,-2,-2.1,-2.1,-2.2,-2.2,-2.3,-2.3,-2.4,-2.4,-2.3,-2.3,-2.4,-2.4,-2.5,-2.48,-2.46,-2.46,-2.48,-2.48,-2.5,-2.48,-2.46,-2.46,-2.44,-2.44,-2.46,-2.44,-2.42,-2.42,-2.44,-2.44,-2.46,-2.46,-2.44
-2.4,-2.3,-2.5,-2.46,-2.5,-2.44,-2.46,-2.42,-2.46
-2.445

