ID,Trial,A,B,Answer,Result
011_b,0,-0.60,-1.20,B,True
011_b,1,-1.20,-0.60,A,True
011_b,2,-1.20,-0.70,A,True
011_b,3,-0.70,-1.20,B,True
011_b,4,-0.80,-1.20,B,True
011_b,5,-0.80,-1.20,B,True
011_b,6,-1.20,-0.90,A,True
011_b,7,-1.20,-0.90,A,True
011_b,8,-1.00,-1.20,B,True
011_b,9,-1.00,-1.20,B,True
011_b,10,-1.20,-1.10,A,True
011_b,11,-1.10,-1.20,B,True
011_b,12,-1.20,-1.20,B,False
011_b,13,-1.20,-1.10,B,False
011_b,14,-1.00,-1.20,B,True
011_b,15,-1.00,-1.20,A,False
011_b,16,-1.20,-0.90,A,True
011_b,17,-1.20,-0.90,A,True
011_b,18,-1.20,-1.00,A,True
011_b,19,-1.20,-1.00,A,True
011_b,20,-1.20,-1.10,A,True
011_b,21,-1.10,-1.20,B,True
011_b,22,-1.20,-1.20,A,False
011_b,23,-1.18,-1.20,B,True
011_b,24,-1.18,-1.20,A,False
011_b,25,-1.20,-1.16,A,True
011_b,26,-1.16,-1.20,A,False
011_b,27,-1.14,-1.20,A,False
011_b,28,-1.12,-1.20,A,False
011_b,29,-1.10,-1.20,B,True
011_b,30,-1.20,-1.10,B,False
011_b,31,-1.08,-1.20,A,False
011_b,32,-1.06,-1.20,A,False
011_b,33,-1.04,-1.20,B,True
011_b,34,-1.20,-1.04,B,False
011_b,35,-1.20,-1.02,B,False
011_b,36,-1.00,-1.20,A,False
011_b,37,-0.98,-1.20,A,False
011_b,38,-0.96,-1.20,B,True
011_b,39,-1.20,-0.96,B,False
011_b,40,-0.94,-1.20,B,True
011_b,41,-1.20,-0.94,B,False
011_b,42,-1.20,-0.92,A,True
011_b,43,-0.92,-1.20,B,True
011_b,44,-0.94,-1.20,B,True
011_b,45,-0.94,-1.20,B,True
011_b,46,-1.20,-0.96,B,False
011_b,47,-0.94,-1.20,B,True
011_b,48,-0.94,-1.20,B,True
011_b,49,-1.20,-0.96,B,False
011_b,50,-0.94,-1.20,A,False
011_b,51,-1.20,-0.92,A,True
011_b,52,-1.20,-0.92,A,True
011_b,53,-0.94,-1.20,B,True
011_b,54,-0.94,-1.20,B,True
011_b,55,-0.96,-1.20,B,True
011_b,56,-0.96,-1.20,B,True
011_b,57,-1.20,-0.98,A,True
011_b,58,-0.98,-1.20,A,False
011_b,59,-0.96,-1.20,B,True
-0.6,-0.6,-0.7,-0.7,-0.8000001,-0.8000001,-0.9000001,-0.9000001,-1,-1,-1.1,-1.1,-1.2,-1.1,-1,-1,-0.9000001,-0.9000001,-1,-1,-1.1,-1.1,-1.2,-1.18,-1.18,-1.16,-1.16,-1.14,-1.12,-1.1,-1.1,-1.08,-1.06,-1.04,-1.04,-1.02,-1,-0.9800004,-0.9600004,-0.9600004,-0.9400004,-0.9400004,-0.9200004,-0.9200004,-0.9400004,-0.9400004,-0.9600004,-0.9400004,-0.9400004,-0.9600004,-0.9400004,-0.9200004,-0.9200004,-0.9400004,-0.9400004,-0.9600004,-0.9600004,-0.9800004,-0.9800004,-0.9600004
-1.2,-0.9000001,-1.2,-0.9200004,-0.9600004,-0.9400004,-0.9600004,-0.9200004,-0.9800004
-0.9500004

